# dialogue chunk 0005  entries 1601-2000 of 10370
# seq	block	idx	speaker	source	target
1645	click_map063_11_EV011_ac4aca10	0		I wonder who this \"Vivienne\" is.{w}\nUlric would definitely side with someone like her.{w}\nHe thinks that Alarinthia should be more like the mainland.	我想知道这个“薇薇安”是谁。{w}\n乌尔里克肯定会站在她这样的人一边。{w}\n他认为阿拉林西亚应该更像大陆那边。
1646	click_map063_12_EV012_ff34f52f	0	char_ulric	So, you ever drink this stuff before?	那么，你以前喝过这种酒吗？
1647	click_map063_12_EV012_22d35fb2	0		He motions up to the bar, gesturing broadly at everything.{w}\nI've never seen bottles of alcohol like that, so I'm totally clueless.{w}\nWe're in a completely different region of Alestia. It's all new to me.	他朝吧台抬了抬下巴，挥手笼统地比划着一切。{w}\n我从没见过那样的酒瓶，所以完全摸不着头脑。{w}\n我们身处阿莱斯蒂亚截然不同的地区。这一切对我来说都是陌生的。
1648	click_map063_12_EV012_3f7793e3	0	char_ulric	You'll have to join me.\nI can pick out the good stuff.\nWithout me, you'd just be wasting time.	你得陪我喝一杯。\n好酒我能挑得出来。\n没我在，你只会白白浪费时间。
1649	click_map063_12_EV012_62c6c902	0	char_ulric	Half the stuff on display isn't even that good.\nTo be honest, they keep a lot of the good stuff down there.	摆出来的有一半根本没那么好。\n说实话，好东西他们大多藏在下面。
1650	click_map063_12_EV012_c730452a	0		He points underneath the bar. I guess that made sense.	他指了指吧台下面。我想这倒也说得通。
1651	click_map063_12_EV012_c5bdbf3e	0	char_ulric	Cheers, by the way.	顺便，干杯。
1652	click_map063_12_EV012_c32f6e84	0		He holds up his glass, before taking a huge swig of ale.	他举起杯子，然后闷了一大口麦酒。
1653	click_map063_12_EV012_e8cb5c7b	0	char_ulric	It just doesn't compare to what they had at Peregrino.\nAnyway, I'll let you take care of your business. I'm right here.	这根本比不上佩雷格里诺的酒。\n总之，你去忙你的事吧。我就在这儿。
1654	click_map063_13_EV013_8748e6d7	0	char_fortaime	So, are you having a drink?	那么，你要来一杯吗？
1655	click_map063_13_EV013_212f286d	0	char_valessa	No, I'm good.\nThere's too much to focus on.	不，我不用。\n要操心的事太多了。
1656	click_map063_13_EV013_8d353dbe	0	char_fortaime	You gotta do it sometime, you know.	你知道，你总得喝一回的。
1657	click_map063_13_EV013_5c1172fc	0	char_valessa	Maybe after all this blows over.	也许等这一切平息之后吧。
1658	click_map063_13_EV013_4419eb35	0	char_fortaime	That could take forever!\nYou should take some time to unwind.	那可能得等到天荒地老！\n你该抽点时间放松一下。
1659	click_map063_13_EV013_96961e9b	0	char_valessa	Are {i}you{/i} getting something...?	{i}你{/i}要点什么吗……？
1660	click_map063_13_EV013_c4d695b4	0	char_fortaime	Yeah, I'm still deciding, though.\nI don't know any of this stuff on the menu.\nIt's like we're in a completely different world.	是啊，不过我还在犹豫。\n菜单上的东西我一个都不认识。\n就像我们身处一个完全不同的世界。
1661	click_map063_13_EV013_8d7a17a3	0	char_valessa	Didn't Ulric have to buy you that apple earlier?\nWhere are you getting the money to order this stuff?	刚才那个苹果不是乌尔里克帮你买的吗？\n你哪来的钱点这些东西？
1662	click_map063_13_EV013_34fc7178	0	char_fortaime	Oh... Good question.\nI'm used to the way things are in Valinorth.\nAlmost everything is provided to us, because of our roles.	哦……问得好。\n我习惯了瓦利诺斯的处事方式。\n因为我们的身份，几乎所有东西都是配给我们的。
1663	click_map063_13_EV013_d46f7f76	0	char_valessa	Yeah, fair enough.\nMaybe you should go sweet-talk Ulric.\nIf it's on him, maybe I'll consider trying something.	是啊，有道理。\n也许你该去哄哄乌尔里克。\n要是他请客，也许我会考虑尝一尝。
1664	click_map063_13_EV013_7b463ed6	0	char_fortaime	Sounds good.\nI think he likes me, so this'll be easy.\nWait here — we'll try the fanciest thing on the menu.	听起来不错。\n我觉得他挺喜欢我，所以这很容易。\n在这儿等着——我们要尝尝菜单上最贵的东西。
1665	map068_1049fbb7	0		Pro rests his back against the mailboxes, sifting through letters.{w}\nHe must be pretty popular, as his hands were full of paper.{w}\nI can't even imagine if I got that many letters in Valinorth.	普洛背靠着信箱，翻拣着信件。{w}\n他一定很受欢迎，手里满是纸张。{w}\n我简直无法想象要是在瓦利诺斯收到这么多信会是什么样。
1666	map068_f4d7015b	0	char_pro	Oh — hey there!	哦——你好啊！
1667	map068_ed920c5f	0		He looks up at me, startled, and turns to face the mailboxes.{w}\nAs if in a rush, he starts putting various letters in various boxes.{w}\nWait — all of those letters weren't actually his? Uh-oh.	他吓了一跳，抬头看我，随即转身面对信箱。{w}\n他像是赶时间似的，开始把各种信件塞进不同的信箱。{w}\n等等——那些信其实都不是他的？糟了。
1668	map068_c2b498b3	0	char_pro	Well, you caught me.\nJust don't tell anybody else, alright?\nThis is one of the best ways to get \"information\".	好吧，被你逮到了。\n只要别告诉别人，行吗？\n这是获取“情报”最好的办法之一。
1669	map068_775f2b27	0	char_pro	You'd think so, but here we are.\nI've been doing it for years with no complaints.\nI just make sure the box owners aren't nearby.	你大概会这么想，可事实就是如此。\n我干这行好几年了，从没人抱怨。\n我只要确保信箱主人不在附近就行。
1670	map068_ab748b47	0	char_pro	They all have schedules and jobs, you know.\nI have this thing down to a science. I'll never get caught.\nIt's just a steady supply of juicy secret after juicy secret.	你知道，他们都各有作息和工作。\n我把这事做得像门科学，绝不会被抓到。\n源源不断的，就是一条又一条劲爆的秘密。
1671	map068_de4c8223	0	char_pro	Oh? An accomplice...?\nI've never actually thought about that.\nI guess it {i}could{/i} make things a little easier.	哦？一个同伙……？\n我还真没想过这个。\n我想这{i}确实{/i}能让事情稍微轻松些。
1672	map068_2e28e7e9	0	char_pro	Stand guard for me, alright?\nLet me know if anybody approaches.\nIf I get caught, I can play it off as a misunderstanding.	替我望风，好吗？\n有人靠近就告诉我。\n要是我被抓到，我可以把它说成是场误会。
1673	map068_814ec40b	0	char_pro	\"Oh, don't worry! Just a little mixup!\"\nTrust me, it works pretty much every time I'm caught.\nIt's so easy to win people over. Just admit you did something wrong.	“哦，别担心！只是弄错了而已！”\n相信我，每次被抓到这招几乎都管用。\n赢得别人的好感太容易了。只要承认自己做错了事。
1674	map068_e0bccb94	0	char_pro	They'll immediately switch their stance to defend you.\n\"Oh, don't worry about it! It's not a big deal!\"\nPeople work in such weird ways.	他们会立刻转变立场来替你说话。\n“哦，别放在心上！又不是什么大事！”\n人的心思就是这么奇怪。
1675	map068_e912096f	0	char_pro	Oh? Are you trying to blackmail me?\nHonestly, I didn't think you were the type.\nI'm immediately more interested in you.	哦？你想勒索我？\n说实话，我没看出你是这种人。\n我立刻对你更感兴趣了。
1676	map068_3b8fe27b	0	char_pro	But — to be honest — that won't work on me.\nI can play my way out of pretty much any situation.\nSo do your worst, and I promise I'll adapt.	不过——说实话——那对我没用。\n几乎任何局面我都能靠手段脱身。\n所以尽管放马过来，我保证我能随机应变。
1677	map068_0515e7b0	0	char_pro	Good, that's exactly what I wanted to hear.\nNow if you'll excuse me, I need to get back to business.\nI don't have much longer until these box owners stop by.	很好，这正是我想听到的。\n那么失陪了，我得回去忙正事。\n离这些信箱主人过来已经没多久了。
1678	map068_129ea848	0		He turns back to the mailboxes, and raids them once again.{w}\nI guess he assumed it was okay, since I was one of his comrades.{w}\nA big smile appears on his face as he \"borrows\" private information.	他转回信箱，再次大肆搜刮。{w}\n我想他以为没关系，因为我是他的同伴之一。{w}\n当他“借阅”私人信息时，脸上浮现出大大的笑容。
1679	map068_b3213cf6	0	char_pro	It's amazing what some of these people get up to.\nThe most innocent people could be involved in awful things.\nSee — I can beat blackmail — but these people can't.	这些人干出的事真是令人惊叹。\n最看上去无辜的人也可能牵扯进可怕的事情里。\n你看——我能扛住勒索——但这些人不能。
1680	map068_e3a976ce	0	char_pro	It's a good way to line The Rebellion's coffers.\nSo later today, I'm gonna pay this guy a visit.	这是充实反抗军金库的好办法。\n所以今天晚些时候，我要去拜访这家伙。
1681	map068_73150462	0		He taps one of the papers in his hands.	他轻敲手中一张纸。
1682	map068_dba6f875	0	char_pro	It would seem a \"reputable\" business owner is up to no good.\nI think he'd lose some business if people found out he worked with pirates.\nIf I got him to pay me off, I could feed The Rebellion for months, [firstname]!	看来一位“声名良好”的商人正在干着见不得人的勾当。\n我想，要是人们发现他跟海盗有往来，他的生意会损失一些。\n要是我能让他掏钱封口，就能养活反抗军好几个月，[firstname]！
1683	map068_dba6f875_1	0	char_pro	It would seem a \"reputable\" business owner is up to no good.\nI think he'd lose some business if people found out he worked with pirates.\nIf I got him to pay me off, I could feed The Rebellion for months, [firstname]!	看来一位“声名良好”的商人正在干着见不得人的勾当。\n我想，要是人们发现他跟海盗有往来，他的生意会损失一些。\n要是我能让他掏钱封口，就能养活反抗军好几个月，[firstname]！
1684	map068_eec3be2e	0		He looks at me, as if waiting for my approval.	他看着我，像是在等我的首肯。
1685	map068_60e9bd25	0	char_pro	Is everything okay...?\nI'm not scaring you away, am I?\nThis kinda stuff isn't for everybody.	你还好吗……？\n我没把你吓跑吧？\n这种事不是人人都受得了的。
1686	map068_12dcbf9b	0	char_pro	Now you're talking! This'll be my biggest score in months.\nI'll get it done tonight, and then celebrate in my room back at HQ.\nFeel free to pay me a visit, I'd be down for some quality time together.	这才对嘛！这会是我几个月来最大的一票。\n我今晚就把它办妥，然后回总部房间里庆祝。\n欢迎你来找我，我很乐意一起共度些美好时光。
1687	map068_42d63112	0	char_pro	Damek turns a blind eye to it, you know.\nIt's better to keep our soldiers strong and fed.\nWithout my \"excursions\", everybody would starve.	你知道，达梅克对此睁一只眼闭一只眼。\n让我们的士兵吃饱、强壮总归是好事。\n没有我的“外快”，大家都会挨饿。
1688	map068_c1718fc0	0	char_pro	You'll have to get used to it, one way or another.\nI'm doing this tonight — and then I'll celebrate in my room back at HQ.\nFeel free to pay me a visit if you change your mind. We can hang out.	不管怎样，你都得习惯它。\n我今晚就动手——然后回总部房间里庆祝。\n要是你改变主意，欢迎来找我。我们可以一起玩玩。
1689	map068_0cd224b7	0	char_pro	I mean, you still want to be friends — right?\nI hope all of this danger doesn't scare you away.\nI'm not like this all the time. Trust me, [firstname].	我是说，你还是想做朋友吧——对吧？\n希望这些危险不会把你吓跑。\n我不是一直都这样的。相信我，[firstname]。
1690	map068_0cd224b7_1	0	char_pro	I mean, you still want to be friends — right?\nI hope all of this danger doesn't scare you away.\nI'm not like this all the time. Trust me, [firstname].	我是说，你还是想做朋友吧——对吧？\n希望这些危险不会把你吓跑。\n我不是一直都这样的。相信我，[firstname]。
1691	map068_87f7e24d	0	char_pro	Wow, that's pretty forward.\nDoes this \"danger stuff\" turn you on, or something?\nYou know what? Don't answer that. At least, not here.	哇，你可真直接。\n这种“危险勾当”让你兴奋还是怎么的？\n算了，别回答。至少别在这儿回答。
1692	map068_6a57c73b	0	char_pro	Look, I have no idea what you're after.\nBut to be honest, I don't know what I'm after, either.\nIf you want to pay me a visit later, we'll see what happens.	听着，我不知道你图什么。\n但说实话，我自己也不知道我图什么。\n要是你之后想来拜访我，我们就走着瞧吧。
1693	map068_2ee47e5a	0	char_pro	My room back at HQ is pretty big and luxurious.\nWe can crack open a bottle of wine to celebrate my big score.\nI'm not going to promise any more than that, alright?	我在总部的房间又大又奢华。\n我们可以开一瓶酒庆祝我这次大捞一笔。\n我不会承诺更多，行吗？
1694	map068_1df08ba7	0	char_pro	Good, I'm glad.\nYou caught me, so I had to come clean.\nOtherwise, I would've kept this stuff secret.	很好，我很高兴。\n你逮到我了，所以我只好坦白。\n不然的话，我会把这事一直瞒着。
1695	map068_26766a37	0	char_pro	Not many people know what I \"actually\" do.\nBut, if you pay attention, it's not too much of a stretch.\nIt's just something I picked up from years on the streets.	没多少人知道我“真正”在做什么。\n不过，只要你留心，其实也不算太难猜到。\n这只是我在街头混了多年学来的东西。
1696	map068_71f0c4d7	0	char_pro	Maybe I'll tell you a bit more back at HQ.\nI'll use this big score to buy a bottle of wine.\nWe can crack it open and get to know each other.	也许回总部后我会多告诉你一些。\n我会用这次大捞一笔的钱买瓶酒。\n我们可以开瓶畅饮，彼此认识认识。
1697	map068_7b914241	0	char_pro	Hmm. Fair enough.\nNot everybody is built for this kind of stuff.\nBut to be honest, I {i}do{/i} want to learn more about you.	嗯。有道理。\n不是人人都适合这种事。\n但说实话，我{i}确实{/i}想多了解你一些。
1698	map068_57ff3a81	0	char_pro	I can win you over, yet. Especially if you have wiggle room.\nTell you what — I'll use this big score to pick up a bottle of wine.\nWe can crack it open back at HQ and get to know each other better.	我还是能说服你的。尤其要是你还有回旋的余地。\n这样吧——我会用这次大捞一笔的钱买瓶酒。\n回总部后我们可以开瓶畅饮，更好地了解彼此。
1699	map068_d1f0fd48	0		He carefully places the letters back in their respective mailboxes.{w}\nClapping his hands together, as if to brush off dust, he looks right at me.{w}\nSquinting his eyes, it's almost like he's trying to \"judge\" or \"gauge\" me.	他小心地把信件放回各自的信箱。{w}\n他双掌相击，像是要掸去灰尘，然后直视着我。{w}\n他眯起眼睛，几乎像是在“评判”或“估量”我。
1700	map068_7908f59f	0	char_pro	I gotta admit, you're a bit different than I expected.\nThat's surprising, since I'm usually a good judge of character.\nYou'd make an interesting subject to write about, you know.	我得承认，你和我预想的不太一样。\n这很让人意外，毕竟我通常看人挺准的。\n你知道吗，你会是个很有意思的写作对象。
1701	map068_1db6d7c0	0		I shrug, unsure of how to respond to such a thing.	我耸耸肩，不知该如何回应这种话。
1702	map068_3eb77360	0	char_pro	Now I'm getting ahead of myself. I apologize.\nLet's just stick to the plan. Bottle of wine. Rebel HQ.\nI have a new target, so I should probably get going.	我这下又说太远了，抱歉。\n我们还是按计划来吧。一瓶酒。反抗军总部。\n我有新目标了，大概该走了。
1703	map068_ffcaec3c	0		He smiles at me and rests a hand on my shoulder.	他冲我一笑，一只手搭在我肩上。
1704	map068_9ef4484a	0	char_pro	There's not many people I can talk to about this kinda stuff.\nIf I have to be honest, I'd say I'm kinda glad that you caught me.\nNext time we talk it'll be your turn to spill some secrets, alright?	能聊这种事的人，我没几个。\n要我说实话，我还挺高兴被你逮到的。\n下次聊天就该轮到你吐露些秘密了，行吗？
1705	map068_91cd9a5f	0		With a sly smirk, he slowly walks away from the mailbox.{w}\nI guess now I know a little bit more about Pro's true nature.{w}\nBut in a time of war, I guess you had to resort to stuff like that.	他狡黠一笑，慢慢从信箱旁走开。{w}\n我想我现在多了解了一点普洛的真面目。{w}\n但在战时，人大概不得不诉诸这种手段。
1706	map068_d073e25a	0		Damek must only allow it out of necessity.{w}\nI'm sure Pro would stop this behavior once the war was over.{w}\nSo rather than condemn him, I choose to take him up on his offer.	达梅克一定只是出于无奈才纵容它。{w}\n我相信战争结束后普洛就会停止这种行为。{w}\n所以与其谴责他，我选择接受他的邀请。
1707	map068_58e59cdf	0		Learning more about him over a drink could prove to be entertaining.{w}\nAnd at the end of the day, it wouldn't hurt to make another friend.{w}\nI turn back to the tavern, ready to move on to the next step.	边喝边多了解他，想必挺有意思。{w}\n而且说到底，多交个朋友也没什么坏处。{w}\n我转身回到酒馆，准备进入下一步。
1708	map069_22c2fa0c	0		I sit down beside Ulric and look over at him.{w}\nA couple empty glasses strewn about signal that he's already had a few.{w}\nHowever, he doesn't seem to show it. Not at all. He's calm and collected.	我在乌尔里克身旁坐下，望向他。{w}\n散落的几个空杯说明他已经喝了几杯。{w}\n可他一点也看不出来。完全没有。他镇定自若。
1709	map069_aafa8a50	0	char_ulric	Hey, [firstname]. Come to join me?\nI can recommend a few drinks if you'd like.\nDo you want something strong, or should we start weak?	嘿，[firstname]。来陪我喝一杯吗？\n要是你愿意，我可以推荐几款酒。\n你想来点烈的，还是先从不烈的开始？
1710	map069_aafa8a50_1	0	char_ulric	Hey, [firstname]. Come to join me?\nI can recommend a few drinks if you'd like.\nDo you want something strong, or should we start weak?	嘿，[firstname]。来陪我喝一杯吗？\n要是你愿意，我可以推荐几款酒。\n你想来点烈的，还是先从不烈的开始？
