8620	昨晚我思绪万千，睡不着。\n我决定帮亚历克斯准备出航的船。\n我们聊了起来，他告诉了我一件震惊的事……
8621	昨晚我思绪万千，睡不着。\n我决定帮娜达准备出航的船。\n我们聊了起来，她告诉了我一件震惊的事……
8622	我甚至不确定该不该告诉你这个，[firstname]。\n但我想这是你该知道的事。\n记得那些人认出我们了吗？
8623	她说的肯定是格里兹和格雷森。{w}\n我们初次见面时他们都认出了我们。
8624	他们也认出了我们。立刻就认出来了。\n我以为是因为他们认识我们的父母。\n但后来他们告诉了我，他们{i}怎么{/i}认识他们的。
8625	她闭上眼，抬头望向天空。
8626	我们的父母是海盗，[firstname]。\n令人畏惧、遭人憎恨的{i}传奇{/i}海盗。\n这就解释了他们的马泽奥\"旅行\"。
8627	一开始我不信。我沉浸在否认中。\n但他们越说越多，我不得不接受。\n我一直把我们的父母想象成完美无瑕的人。
8628	但他们是杀人犯。他们违法。他们掠夺。\n他们是三人执政团发动\"占领\"的原因之一。\n我知道你要说什么。\"他们想要偶像\"。海盗只是幌子。
8629	就算你说得对，那个借口依然成立。\n说到底，海盗行为在马泽奥肆虐。\n我们的父母也参与了，给了他们这个完美的借口，你明白吗？
8630	也正因如此，他们对那些死亡负有部分责任。\n我们一直以为他们是无辜的受害者。但真的是吗？\n说实话，我估计今晚我也睡不着，[firstname]。
8631	她又叹了口气，比刚才那声更加无奈。
8632	我们来总结一下，好吗？
8633	灵界没了。我们的信仰体系碎了。\n几乎整个反抗军都阵亡了。我们被骗了。\n更糟的是，我还是几个残暴海盗杀手的女儿？
8634	我该怎么消化这一切？{i}你{/i}又该怎么消化？\n你的父母，我的父母，福泰姆的父母……六个人。\n他们不是我们以为的那种人。我们该怎么办……？
8635	她点点头，没有自己作答。{w}\n但我知道她明白。这改变不了多少。{w}\n目标，还有我们前方的旅程，都不会变。
8636	我什么也没说，走近一步，握住她的手。{w}\n当两只手都搭在船的木质栏杆上时，她紧紧握住。{w}\n然而片刻之后，她朝我走近了几步。
8637	她把头靠在我肩上，用空着的手臂环住我的胳膊。{w}\n她紧紧抱着，我能感觉到她颤抖，情绪在她心中涌起。{w}\n她的感受可以理解。她现在承受着太多。
8638	她嗤笑一声，甚至没有自己作答。{w}\n但我知道她明白。这改变不了多少。\n目标，还有我们前方的旅程，都不会变。
8639	她点点头，没有自己作答。{w}\n但我知道她明白。这改变不了多少。{w}\n目标，还有我们前方的旅程，都不会变。
8640	我只是好迷茫，[firstname]……
8641	说实话，我也有点同感。{w}\n那一刻，再没什么可说的了。{w}\n我们望着大海。一起。
8642	这是我们所有人生命中的一个转折点。{w}\n我们如何处理事情，将决定我们成为什么样的人。{w}\n我们的谈话就在这个念头中结束，既带来希望，也带来绝望。
8643	我看见普洛坐在一张床边，擦燃一根火柴。{w}\n他用它点燃旁边的几支蜡烛，营造出悠闲的氛围。{w}\n蜡烛慢慢让船员舱充满甜美的香气。非常放松。
8644	嘿，[firstname]。\n其实来得正好。\n我正想跟你聊聊。
8645	我们本该约会的，对吧？\n我是说——我们想看看合不合得来，之类的。\n我很高兴我们决定慢慢来，不犯错。
8646	我想我们可以多了解一下彼此。\n可惜在反抗军总部时，我们的时间被打断了。\n但这是趟漫长的航行，不必走捷径。
8647	那么，想坐下吗？我们可以开始。\n这些蜡烛应该能让人放松。好像是芳香疗法之类的。\n我从没认真研究过，但我怕水——所以我需要点帮助。
8648	我在床边普洛身旁坐下，已经多知道了一件事。{w}\n原来他怕水？那他肯定没怎么享受。{w}\n这让我好奇还有多少关于他的事我不知道。他是个谜。
8649	你该跟我讲讲你自己，[firstname]。\n这是因为我真心感兴趣，我发誓。\n无论你告诉我什么——我都绝不会写进任何书里。
8650	朋友就是这样，对吧？互相倾诉？\n我知道我总是说要写书、做访谈。\n但说实话，这一次——我想让事情只留在我们俩之间。
8651	我点头，告诉他一个关于我的随意小事。无伤大雅，很小的事。{w}\n他笑了，我们开始交换彼此的信息。他看起来真的很开心。{w}\n不必把这些记下来、不必把我当研究对象，这对他来说一定很轻松。
8652	大家总是对我提心吊胆，你知道吗？\n就像——他们告诉我的任何事——我都会转头拿来对付他们。\n那{i}确实{/i}是我生意的一部分，但我并不想那样做事。
8653	我希望战争结束后人们不会那样对我。\n一有机会我就退出这种骗子生涯。\n我还是会写东西，但我不会再把情报当武器。绝不。
8654	相反，我会用它帮助有需要的人。\n你知道，我以前做过，感觉很好。\n情报可以是锋利的刀，也可以是温暖的拥抱。
8655	比喻很怪，我知道，但就像我说的——我不是写小说的。\n我更喜欢关注真实的东西。比如人，还有他们的行为。\n它们向外扩散，以当事人永远不知道的方式影响着别人。
8656	当然，那是适用于\"普通\"人的道理。\n你一点都不普通，[firstname]。当然，无意冒犯。\n这场战争结束后，你要掌管整个世界。
8657	哇，这可真是给我压力。{w}\n普洛察觉到这点，换了个话题。
8658	我能告诉你一个小秘密吗？\n也许会让你换个角度看事情。\n你知道——这样你就不会把我想成坏人。
8659	我看得出很多人就是这么想的，哪怕他们不说。\n但我所做的只是用我能做到的最好方式帮达梅克赢得这场战争。\n我变成这样不是我的错。我能做的只是打好手里这副牌。
8660	他笑了笑，但突然一阵恐惧袭遍我全身。{w}\n我紧紧闭上眼，最后一句话在脑海中回响。\n我在哪儿听过这句话……？哦，对了——在我的幻象里。
8661	在我第一次触碰\"出埃及之刃\"时，就在瓦利诺斯。{w}\n那一系列幻象以我被一个男人刺中而结束。{w}\n很不幸，现在我能认出那个男人是普洛……
8662	他重重叹了口气，慢慢把手覆在我的手上。{w}\n过了一会儿，他微笑着与我十指相扣。{w}\n随着这个发现慢慢消化，我的心跳得飞快。
8663	他轻笑一声，双手枕在脑后，向后躺下。{w}\n随着这个发现在我脑中慢慢消化，我的心跳得飞快。{w}\n王室给我的最后一段幻象，是普洛背叛我们所有人……？
8664	这是怎么回事……？他为什么要那样做……？
8665	从前有个小男孩，被父母抛弃了。\n他不知道为什么，那让他非常痛苦。也许他们就是不想要他。\n可是为什么……？他对他们做过什么？这毫无道理，而他恨透了这一点。
8666	他不得不在街头长大，靠别人扔掉的食物残渣过活。\n不只是他的父母，你知道。几乎好像根本没人想要他。\n这让事情更糟。你能想象被整个世界嫌弃的感觉吗……？
8667	当他开始讲这个故事时，我的焦虑慢慢消散。{w}\n普洛是个骗子，对吧？也许他只是假装要杀我。{w}\n我不觉得普洛会伤害我。这里一定有更深的含义。
8668	他开始打探人们的秘密。你知道，都是些小事。\n过了一阵，他发现人们愿意付出任何代价来得知这些秘密。\n少年时，他靠这项本事过着暴食与懒惰的奢华生活。
8669	他知道能颠覆城市、摧毁人际关系的秘密。\n但这些都没给他满足感，因为有{i}一件{/i}事他永远不知道。\n他的父母为什么抛弃他。他们为什么不想要他。是他活该吗……？
8670	承认这个太丢人，所以他编了另一个故事。\n他的父母在\"占领\"期间死了。这远没那么难堪。\n所有人都相信了他，这也帮他融入了{i}一群新人{/i}。
8671	这群新人——反抗军——想用他的本事来做善事。\n他们张开双臂接纳了他，这是以前从没有人做过的事。\n他知道自己找到了在世上的一席之地，从那以后，他一直侍奉这个新家庭。
8672	他不断向当地人打探消息，搜集各种各样的秘密。\n他想知道人们为什么做那些事——是什么驱动着他们。\n他这样做，是为了没人再像他那样痛苦。仅仅因为{i}不知道{/i}原因。
8673	我注意到他开始难过，眼里泛起泪水。{w}\n他是在说他自己。我看得出，他就是故事里的那个男孩。{w}\n也许把它当作故事来讲，对他来说更容易些。
8674	所以所有人都觉得这家伙是坏人。一个敲诈犯，一个骗子。\n他们也许说得对，但他就是这么长大的。他无从选择。\n没人教他该怎么做人。没人在乎他，也没人爱他。
8675	至少，直到现在……
8676	他更紧地握住我的手，然后在床上坐起来。{w}\n他跪坐着，让自己的脸与我的齐平。
8677	我确定你已经猜到了，那个男孩就是我。\n每个行为都有原因。即使是像我这样恶劣的行为。\n我只想再见父母一面，面对面——然后问他们。
8678	他们为什么恨我……？\n他们为什么像扔垃圾一样把我扔掉？\n如果他们不曾以我为傲，那现在呢……？
8679	为了知道他们现在在哪，我什么都愿意做。\n服从任何命令，采取任何行动。\n希望你能理解，[firstname]。
8680	我点头，抬起空着的手轻抚他的脸颊。{w}\n他轻吸一口气作为回应，直直看进我的眼睛。
8681	谢谢你……
8682	我凑得更近，把手放低到他身侧。{w}\n我们接吻，我能感觉到他轻轻颤抖，仿佛很害羞。{w}\n双唇相触时，一滴泪从他眼角滑落。
8683	无论发生什么——他永远都欢迎留在我身边。{w}\n我们继续亲吻，蜡烛的甜香慢慢充满房间。{w}\n完美的氛围，完美的情绪，去表达我们对彼此的感情。
8684	当然，直到反抗军收留了他。\n我确定你已经猜到了，那个男孩就是我。\n我所有的行为，无论多坏，都有原因。
8685	我想继续走下去，直到查明我父母的事。\n他们现在在哪……？他们为什么把我扔掉……？\n如果他们不曾以我为傲，那现在会吗？
8686	希望你能理解。真的。\n为了知道他们现在在哪，我什么都愿意做。我会服从任何命令。\n我只想面对面见到他们，最终弄清原因。
8687	这就是为什么我投身于这个充满秘密和诡计的世界。\n我想，如果我继续下去，也许有一天能得知真相。\n我猜我们会在战争结束前弄明白。对吧，[firstname]……？
8688	我点头，给他一个温柔的微笑。他向我敞开心扉，这对我意义重大。{w}\n这种事不知道真相一定很难受。我甚至无法想象。{w}\n但这也解释了他为什么如此执着于探究行为和动机。
8689	我们又聊了一会儿，没什么重要的，然后各自离开。{w}\n也许他抛下那些事实后，想缓解房里的紧张气氛。{w}\n聊完后，他看起来很开心，我们也似乎更亲近了。今天在这里，没有损失。
8690	我们走进瓦利诺斯的外围，深吸一口气。{w}\n空气如此清新纯净。几乎难以形容。{w}\n然而，扎米拉担忧的神色打断了我们的享受。
8691	那么，有什么消息？\n一切还好吗，扎米拉？
8692	我想一切都还好——严格来说。\n只是有件事我得私下跟你们说。\n村民们今晚已经够多事要操心了。
8693	所以这也是会影响到他们的事？
8694	其实不止如此。\n听着，我会对你们完全坦诚。\n我相信瓦利诺斯将来会重新安置。
8695	很高兴你这么想，扎米拉。\n我本来开始担心一切了。\n看来迈勒斯把一切都掌控得很好。
8696	是啊，关于这个……\n这就有点尴尬了。\n你看，他其实没把一切都告诉你们。
8697	什么……？真的？
8698	这开始让人有点招架不住了！\n他看起来挺坦率的。他隐瞒了什么？\n我觉得我承受不了又一个\"真相大揭秘\"了。
8699	大概是太难堪了，他不好意思承认。\n但他其实不想再领导瓦利诺斯了。\n他告诉我，到了马泽奥他就要永久留下。
8700	不可能吧……
