# strings chunk 0003  entries 801-1200 of 1253
# seq	file	key	target
899	script	{image=icons/651.png} \"You can talk to me if you want, Valessa.\"	{image=icons/651.png} “瓦莱莎，如果你想，可以跟我说。”
900	script	{image=icons/651.png} \"I feel the same way, to be honest.\"	{image=icons/651.png} “老实说，我也有同感。”
901	script	{image=icons/651.png} \"I'm actually eager to see the world.\"	{image=icons/651.png} “其实我很期待去看看这个世界。”
902	script	{image=icons/651.png} \"It's more than a blade. It just looks like one.\"	{image=icons/651.png} “它不只是剑刃。它只是看起来像而已。”
903	script	{image=icons/651.png} \"Their lackey took down our entire village with it.\"	{image=icons/651.png} “他们的走狗用它毁了我们整个村庄。”
904	script	{image=icons/651.png} \"It steals life to grow their army, Valessa.\"	{image=icons/651.png} “它窃取生命来壮大他们的军队，瓦莱莎。”
905	script	{image=icons/651.png} \"If we want to win, we might have to.\"	{image=icons/651.png} “如果我们想赢，可能就得这么做。”
906	script	{image=icons/651.png} \"No, I'd never use it like they did.\"	{image=icons/651.png} “不，我绝不会像他们那样用它。”
907	screens	Back	返回
908	screens	Replay	回放
909	screens	History	历史
910	screens	Skip	跳过
911	screens	Auto	自动
912	screens	Save	保存
913	screens	Q.Save	快速保存
914	screens	Q.Load	快速读取
915	screens	Prefs	设置
916	screens	Start	开始
917	screens	Load	读取
918	screens	Preferences	偏好设置
919	screens	End Replay	结束回放
920	screens	Main Menu	主菜单
921	screens	About	关于
922	screens	Help	帮助
923	screens	Quit	退出
924	screens	Return	返回
925	screens	Version [config.version!t]\n	版本 [config.version!t]\n
926	screens	Made with {a=https://www.renpy.org/}Ren'Py{/a} [renpy.version_only].\n\n[renpy.license!t]	使用 {a=https://www.renpy.org/}Ren'Py{/a} [renpy.version_only] 制作。\n\n[renpy.license!t]
927	screens	Page {}	第 {} 页
928	screens	Automatic saves	自动存档
929	screens	Quick saves	快速存档
930	screens	{#file_time}%A, %B %d %Y, %H:%M	{#file_time}%Y年%m月%d日 %H:%M
931	screens	empty slot	空存档位
932	screens	<	<
933	screens	{#auto_page}A	{#auto_page}A
934	screens	{#quick_page}Q	{#quick_page}Q
935	screens	>	>
936	screens	Display	显示
937	screens	Window	窗口
938	screens	Fullscreen	全屏
939	screens	Rollback Side	回退侧
940	screens	Disable	禁用
941	screens	Left	左
942	screens	Right	右
943	screens	Unseen Text	未读文本
944	screens	After Choices	选择之后
945	screens	Transitions	转场效果
946	screens	Main Menu BG	主菜单背景
947	screens	Default	默认
948	screens	Last Location	上次地点
949	screens	Text Speed	文字速度
950	screens	Auto-Forward Time	自动前进时间
951	screens	Music Volume	音乐音量
952	screens	Sound Volume	音效音量
953	screens	Test	试听
954	screens	Voice Volume	语音音量
955	screens	Mute All	全部静音
956	screens	The dialogue history is empty.	对话历史为空。
957	screens	Keyboard	键盘
958	screens	Mouse	鼠标
959	screens	Gamepad	手柄
960	screens	Enter	回车
961	screens	Advances dialogue and activates the interface.	推进对话并激活界面。
962	screens	Space	空格
963	screens	Advances dialogue without selecting choices.	推进对话，但不会选择选项。
964	screens	Arrow Keys	方向键
965	screens	Navigate the interface.	在界面中导航。
966	screens	Escape	Escape
967	screens	Accesses the game menu.	打开游戏菜单。
968	screens	Ctrl	Ctrl
969	screens	Skips dialogue while held down.	按住时跳过对话。
970	screens	Tab	Tab
971	screens	Toggles dialogue skipping.	切换对话跳过功能。
972	screens	Page Up	Page Up
973	screens	Rolls back to earlier dialogue.	回退到之前的对话。
974	screens	Page Down	Page Down
975	screens	Rolls forward to later dialogue.	前进到之后的对话。
976	screens	Hides the user interface.	隐藏用户界面。
977	screens	Takes a screenshot.	截取屏幕截图。
978	screens	Toggles assistive {a=https://www.renpy.org/l/voicing}self-voicing{/a}.	切换辅助{a=https://www.renpy.org/l/voicing}自朗读{/a}功能。
979	screens	Left Click	左键点击
980	screens	Middle Click	中键点击
981	screens	Right Click	右键点击
982	screens	Mouse Wheel Up\nClick Rollback Side	滚轮向上\n点击回退侧
983	screens	Mouse Wheel Down	滚轮向下
984	screens	Right Trigger\nA/Bottom Button	右扳机\nA/下方按键
985	screens	Left Trigger\nLeft Shoulder	左扳机\n左肩键
986	screens	Right Shoulder	右肩键
987	screens	D-Pad, Sticks	十字键、摇杆
988	screens	Start, Guide	开始、指南
989	screens	Y/Top Button	Y/上方按键
990	screens	Calibrate	校准
991	screens	Skipping	跳过中
992	screens	Menu	菜单
993	screens	Click to continue	点击继续
994	options	Winds of Change	Winds of Change
995	options	Story and game by Klace\nArt by Feyvaras and Chase Emilio\nMusic by Fox Amoore and Joel Steudler\nRen'Py programming by cyanic	故事与游戏：Klace\n美术：Feyvaras 和 Chase Emilio\n音乐：Fox Amoore 和 Joel Steudler\nRen'Py 编程：cyanic
996	common	{#weekday}Monday	{#weekday}星期一
997	common	{#weekday}Tuesday	{#weekday}星期二
998	common	{#weekday}Wednesday	{#weekday}星期三
999	common	{#weekday}Thursday	{#weekday}星期四
1000	common	{#weekday}Friday	{#weekday}星期五
1001	common	{#weekday}Saturday	{#weekday}星期六
1002	common	{#weekday}Sunday	{#weekday}星期日
1003	common	{#weekday_short}Mon	{#weekday_short}周一
1004	common	{#weekday_short}Tue	{#weekday_short}周二
1005	common	{#weekday_short}Wed	{#weekday_short}周三
1006	common	{#weekday_short}Thu	{#weekday_short}周四
1007	common	{#weekday_short}Fri	{#weekday_short}周五
1008	common	{#weekday_short}Sat	{#weekday_short}周六
1009	common	{#weekday_short}Sun	{#weekday_short}周日
1010	common	{#month}January	{#month}一月
1011	common	{#month}February	{#month}二月
1012	common	{#month}March	{#month}三月
1013	common	{#month}April	{#month}四月
1014	common	{#month}May	{#month}五月
1015	common	{#month}June	{#month}六月
1016	common	{#month}July	{#month}七月
1017	common	{#month}August	{#month}八月
1018	common	{#month}September	{#month}九月
1019	common	{#month}October	{#month}十月
1020	common	{#month}November	{#month}十一月
1021	common	{#month}December	{#month}十二月
1022	common	{#month_short}Jan	{#month_short}1月
1023	common	{#month_short}Feb	{#month_short}2月
1024	common	{#month_short}Mar	{#month_short}3月
1025	common	{#month_short}Apr	{#month_short}4月
1026	common	{#month_short}May	{#month_short}5月
1027	common	{#month_short}Jun	{#month_short}6月
1028	common	{#month_short}Jul	{#month_short}7月
1029	common	{#month_short}Aug	{#month_short}8月
1030	common	{#month_short}Sep	{#month_short}9月
1031	common	{#month_short}Oct	{#month_short}10月
1032	common	{#month_short}Nov	{#month_short}11月
1033	common	{#month_short}Dec	{#month_short}12月
1034	common	%b %d, %H:%M	%m月%d日 %H:%M
1035	common	Save slot %s: [text]	保存至存档位 %s：[text]
1036	common	Load slot %s: [text]	读取存档位 %s：[text]
1037	common	Delete slot [text]	删除存档位 [text]
1038	common	File page auto	自动存档页
1039	common	File page quick	快速存档页
1040	common	File page [text]	存档页 [text]
1041	common	Next file page.	下一页存档。
1042	common	Previous file page.	上一页存档。
1043	common	Quick save complete.	快速保存完成。
1044	common	Quick save.	快速保存。
1045	common	Quick load.	快速读取。
1046	common	Language [text]	语言 [text]
1047	common	The interactive director is not enabled here.	此处未启用交互式导演。
1048	common	⬆	⬆
1049	common	⬇	⬇
1050	common	Done	完成
1051	common	(statement)	(statement)
1052	common	(tag)	(tag)
1053	common	(attributes)	(attributes)
1054	common	(transform)	(transform)
1055	common	(transition)	(transition)
1056	common	(channel)	(channel)
1057	common	(filename)	(filename)
1058	common	Change	更改
1059	common	Add	添加
1060	common	Cancel	取消
1061	common	Remove	移除
1062	common	Statement:	语句：
1063	common	Tag:	标签：
1064	common	Attributes:	属性：
1065	common	Transforms:	变换：
1066	common	Behind:	置于其后：
1067	common	Transition:	转场：
1068	common	Channel:	声道：
1069	common	Audio Filename:	音频文件名：
1070	common	Are you sure?	确定吗？
1071	common	Are you sure you want to delete this save?	确定要删除这个存档吗？
1072	common	Are you sure you want to overwrite your save?	确定要覆盖这个存档吗？
1073	common	Loading will lose unsaved progress.\nAre you sure you want to do this?	读取会丢失未保存的进度。\n确定要这么做吗？
1074	common	Are you sure you want to quit?	确定要退出吗？
1075	common	Are you sure you want to return to the main menu?\nThis will lose unsaved progress.	确定要返回主菜单吗？\n这会丢失未保存的进度。
1076	common	Are you sure you want to end the replay?	确定要结束回放吗？
1077	common	Are you sure you want to begin skipping?	确定要开始跳过吗？
1078	common	Are you sure you want to skip to the next choice?	确定要跳到下一个选择吗？
1079	common	Are you sure you want to skip unseen dialogue to the next choice?	确定要跳过未读对话直到下一个选择吗？
1080	common	Failed to save screenshot as %s.	截图保存为 %s 失败。
1081	common	Saved screenshot as %s.	截图已保存为 %s。
1082	common	Self-voicing disabled.	自朗读已禁用。
1083	common	Clipboard voicing enabled. 	剪贴板朗读已启用。
1084	common	Self-voicing enabled. 	自朗读已启用。
1085	common	bar	进度条
1086	common	selected	已选中
1087	common	viewport	视口
1088	common	horizontal scroll	水平滚动
1089	common	vertical scroll	垂直滚动
1090	common	activate	激活
1091	common	deactivate	停用
1092	common	increase	增加
1093	common	decrease	减少
1094	common	Skip Mode	跳过模式
1095	common	This program contains free software under a number of licenses, including the MIT License and GNU Lesser General Public License. A complete list of software, including links to full source code, can be found {a=https://www.renpy.org/l/license}here{/a}.	本程序包含多种许可协议下的自由软件，包括 MIT 许可证和 GNU 宽通用公共许可证。完整的软件列表（含完整源代码链接）可在{a=https://www.renpy.org/l/license}此处{/a}找到。
1096	common	display	显示
1097	common	transitions	转场
1098	common	skip transitions	跳过转场
1099	common	video sprites	视频立绘
1100	common	show empty window	显示空对话框
1101	common	text speed	文字速度
1102	common	joystick	摇杆
1103	common	joystick...	摇杆……
1104	common	skip	跳过
1105	common	skip unseen [text]	跳过未读 [text]
1106	common	skip unseen text	跳过未读文本
1107	common	begin skipping	开始跳过
1108	common	after choices	选择之后
1109	common	skip after choices	选择之后跳过
1110	common	auto-forward time	自动前进时间
1111	common	auto-forward	自动前进
1112	common	Auto forward	自动前进
1113	common	auto-forward after click	点击后自动前进
1114	common	automatic move	自动移动
1115	common	wait for voice	等待语音
1116	common	voice sustain	语音持续
1117	common	self voicing	自朗读
1118	common	clipboard voicing	剪贴板朗读
1119	common	debug voicing	调试朗读
1120	common	emphasize audio	强调音频
1121	common	rollback side	回退侧
1122	common	gl powersave	GL 节能
1123	common	gl framerate	GL 帧率
1124	common	gl tearing	GL 撕裂
1125	common	music volume	音乐音量
1126	common	sound volume	音效音量
1127	common	voice volume	语音音量
1128	common	mute music	静音音乐
1129	common	mute sound	静音音效
1130	common	mute voice	静音语音
1131	common	mute all	全部静音
1132	common	Clipboard voicing enabled. Press 'shift+C' to disable.	剪贴板朗读已启用。按 'shift+C' 禁用。
1133	common	Self-voicing would say \"[renpy.display.tts.last]\". Press 'alt+shift+V' to disable.	自朗读会读出“[renpy.display.tts.last]”。按 'alt+shift+V' 禁用。
1134	common	Self-voicing enabled. Press 'v' to disable.	自朗读已启用。按 'v' 禁用。
1135	common	Developer Menu	开发者菜单
1136	common	Interactive Director (D)	交互式导演 (D)
1137	common	Reload Game (Shift+R)	重新加载游戏 (Shift+R)
1138	common	Console (Shift+O)	控制台 (Shift+O)
1139	common	Variable Viewer	变量查看器
1140	common	Image Location Picker	图像位置拾取器
1141	common	Filename List	文件名列表
1142	common	Show Image Load Log (F4)	显示图像加载日志 (F4)
1143	common	Hide Image Load Log (F4)	隐藏图像加载日志 (F4)
1144	common	Image Attributes	图像属性
1145	common	[name] [attributes] (hidden)	[name] [attributes]（隐藏）
1146	common	[name] [attributes]	[name] [attributes]
1147	common	Nothing to inspect.	没有可检查的内容。
1148	common	Return to the developer menu	返回开发者菜单
1149	common	Rectangle: %r	矩形：%r
1150	common	Mouse position: %r	鼠标位置：%r
1151	common	Right-click or escape to quit.	右键点击或按 Esc 退出。
1152	common	Rectangle copied to clipboard.	矩形已复制到剪贴板。
1153	common	Position copied to clipboard.	位置已复制到剪贴板。
1154	common	Type to filter: 	输入以筛选：
1155	common	Textures: [tex_count] ([tex_size_mb:.1f] MB)	纹理：[tex_count]（[tex_size_mb:.1f] MB）
1156	common	Image cache: [cache_pct:.1f]% ([cache_size_mb:.1f] MB)	图像缓存：[cache_pct:.1f]%（[cache_size_mb:.1f] MB）
1157	common	✔ 	✔
1158	common	✘ 	✘
1159	common	\n{color=#cfc}✔ predicted image (good){/color}\n{color=#fcc}✘ unpredicted image (bad){/color}\n{color=#fff}Drag to move.{/color}	\n{color=#cfc}✔ 已预测图像（良好）{/color}\n{color=#fcc}✘ 未预测图像（不佳）{/color}\n{color=#fff}拖动以移动。{/color}
1160	common	Displayable Inspector	可显示对象检查器
1161	common	Size	大小
1162	common	Style	样式
1163	common	Location	位置
1164	common	Inspecting Styles of [displayable_name!q]	正在检查 [displayable_name!q] 的样式
1165	common	displayable:	displayable：
1166	common	        (no properties affect the displayable)	        （没有属性影响该可显示对象）
1167	common	        (default properties omitted)	        （已省略默认属性）
1168	common	<repr() failed>	<repr() failed>
1169	common	Joystick Mapping	摇杆映射
1170	common	Empty Slot.	空存档位。
1171	common	a	a
1172	common	q	q
1173	common	Contacting App Store\nPlease Wait...	正在连接应用商店\n请稍候……
1174	common	The Ren'Py Updater is not supported on mobile devices.	Ren'Py 更新程序不支持移动设备。
1175	common	An error is being simulated.	正在模拟一个错误。
1176	common	Either this project does not support updating, or the update status file was deleted.	此项目不支持更新，或者更新状态文件已被删除。
1177	common	This account does not have permission to perform an update.	此账户没有执行更新的权限。
1178	common	This account does not have permission to write the update log.	此账户没有写入更新日志的权限。
1179	common	Could not verify update signature.	无法验证更新签名。
1180	common	The update file was not downloaded.	更新文件未下载。
1181	common	The update file does not have the correct digest - it may have been corrupted.	更新文件的摘要不正确——它可能已损坏。
1182	common	While unpacking {}, unknown type {}.	解包 {} 时遇到未知类型 {}。
1183	common	Updater	更新程序
1184	common	An error has occured:	发生错误：
1185	common	Checking for updates.	正在检查更新。
1186	common	This program is up to date.	此程序已是最新版本。
1187	common	[u.version] is available. Do you want to install it?	[u.version] 已可用。要安装吗？
1188	common	Preparing to download the updates.	正在准备下载更新。
1189	common	Downloading the updates.	正在下载更新。
1190	common	Unpacking the updates.	正在解包更新。
1191	common	Finishing up.	正在完成。
1192	common	The updates have been installed. The program will restart.	更新已安装。程序将重新启动。
1193	common	The updates have been installed.	更新已安装。
1194	common	The updates were cancelled.	更新已取消。
1195	common	Proceed	继续
1196	common	Image [index] of [count] locked.	第 [index] 张图像（共 [count] 张）已锁定。
1197	common	prev	上一个
1198	common	next	下一个
1199	common	slideshow	幻灯片
1200	common	return	返回
