# strings chunk 0002  entries 401-800 of 1253
# seq	file	key	target
472	script	{image=icons/651.png} \"Do I have a say in any of this stuff...?\"	{image=icons/651.png} “这些事我有发言权吗……？”
473	script	{image=icons/651.png} \"Is it really worth all this trouble...?\"	{image=icons/651.png} “这一切麻烦真的值得吗……？”
474	script	{image=icons/651.png} \"Enough talk. Let's finish this. Now.\"	{image=icons/651.png} “别说废话了。我们结束这一切。现在。”
475	script	What fate would await me, and all those innocent worlds...?	等待我的，以及所有那些无辜世界的，会是怎样的命运……？
476	script	{image=icons/651.png} [[Spare your life — cast away the idol temporarily.]	{image=icons/651.png} [[饶你一命——暂时丢弃灵像。]
477	script	{image=icons/651.png} [[Sacrifice yourself — destroy the idol for good.]	{image=icons/651.png} [[牺牲自己——彻底摧毁灵像。]
478	script	{image=icons/651.png} \"I'd work hard, and earn it the right way.\"	{image=icons/651.png} “我会努力工作，用正当的方式赢得它。”
479	script	{image=icons/651.png} \"I think every good ruler needs to do a mix of both.\"	{image=icons/651.png} “我认为每个好统治者都需要两者兼顾。”
480	script	{image=icons/651.png} \"I'd earn it through fear. They won't dare oppose me.\"	{image=icons/651.png} “我会通过恐惧赢得它。他们不敢反抗我。”
481	script	{image=icons/651.png} \"Of course. I've planned to do that all along.\"	{image=icons/651.png} “当然。我一直都打算这么做。”
482	script	{image=icons/651.png} \"I want to keep it. It'll help ensure my reign.\"	{image=icons/651.png} “我想留下它。它会帮助确保我的统治。”
483	script	{image=icons/651.png} [[Remove the spirits to empower the blade.]	{image=icons/651.png} [[取出灵以强化剑刃。]
484	script	{image=icons/651.png} [[Leave Howl as he is. He's too valuable.]	{image=icons/651.png} [[让豪尔保持原样。他太有价值了。]
485	script	View Parallel Chronicle \"Sovy 9\"?	查看平行编年史“索维 9”？
486	script	Access Ulric Heart-to-Heart 4?	开启乌尔里克交心 4？
487	script	{image=icons/660.png} \"I believe you. This war has proven almost anything is possible.\"	{image=icons/660.png} “我相信你。这场战争证明了几乎一切皆有可能。”
488	script	{image=icons/583.png} \"I believe you. In fact, I prefer older men. It's no big deal.\"	{image=icons/583.png} “我相信你。事实上，我更喜欢年长的男人。这没什么大不了的。”
489	script	{image=icons/656.png} \"Seriously? You could at least pretend to value my time.\"	{image=icons/656.png} “说真的？你至少可以假装重视一下我的时间。”
490	script	{image=icons/579.png} \"I'm sorry you had to go through that. Losing Sovy sounds tough.\"	{image=icons/579.png} “很抱歉你经历了那些。失去索维听起来很艰难。”
491	script	{image=icons/580.png} \"Thank you for opening up to me, Ulric.\"	{image=icons/580.png} “谢谢你向我敞开心扉，乌尔里克。”
492	script	Travel back to the city?	返回城市？
493	script	{image=icons/651.png} \"I want Alarinthia to stay the same.\"	{image=icons/651.png} “我希望阿拉林西亚保持原样。”
494	script	{image=icons/651.png} \"I want Alarinthia to change its ways.\"	{image=icons/651.png} “我希望阿拉林西亚改变它的做法。”
495	script	{image=icons/651.png} [[Consult your advisor.]	{image=icons/651.png} [[咨询你的顾问。]
496	script	{image=icons/651.png} \"What are your thoughts on this whole thing?\"	{image=icons/651.png} “你对这整件事有什么看法？”
497	script	{image=icons/651.png} \"So what do you think of everything?\"	{image=icons/651.png} “那你对这一切怎么看？”
498	script	{image=icons/651.png} \"What are your thoughts on what just happened?\"	{image=icons/651.png} “你对刚刚发生的事有什么看法？”
499	script	{image=icons/651.png} \"Any thoughts on what just went down?\"	{image=icons/651.png} “对刚发生的事有什么想法吗？”
500	script	{image=icons/660.png} \"Of course not. Everything is fine.\"	{image=icons/660.png} “当然没有。一切都好。”
501	script	{image=icons/583.png} \"You can keep me here as long as you want.\"	{image=icons/583.png} “你想把我留在这里多久都行。”
502	script	{image=icons/653.png} \"You can coat it any way you want. We're still prisoners.\"	{image=icons/653.png} “你想怎么粉饰都行。我们仍然是囚犯。”
503	script	{image=icons/580.png} \"It is what it is. Let's move on.\"	{image=icons/580.png} “事已至此。我们继续吧。”
504	script	View Parallel Chronicle \"Halin 2\"?	查看平行编年史“哈林 2”？
505	script	Access Damek Heart-to-Heart 4?	开启达梅克交心 4？
506	script	Access Valessa Heart-to-Heart 4?	开启瓦莱莎交心 4？
507	script	{image=icons/660.png} \"Of course I'll help you once we get back to Mazeo.\"	{image=icons/660.png} “等我们回到马泽奥，我当然会帮你。”
508	script	{image=icons/583.png} \"Don't worry, Damek. I can help put all your fears to rest.\"	{image=icons/583.png} “别担心，达梅克。我可以帮你消除所有恐惧。”
509	script	{image=icons/656.png} \"I enjoy every moment we spend together. Even the silent ones.\"	{image=icons/656.png} “我享受我们共度的每一刻。哪怕是沉默的时刻。”
510	script	{image=icons/660.png} \"Not really. Have a wonderful evening, Damek.\"	{image=icons/660.png} “没什么。祝你今晚愉快，达梅克。”
511	script	{image=icons/583.png} \"Would you consider being my date for the evening?\"	{image=icons/583.png} “你愿意今晚做我的舞伴吗？”
512	script	{image=icons/660.png} \"Yeah. Draycu sure knows how to throw a party.\"	{image=icons/660.png} “是啊。德雷库确实懂得怎么办派对。”
513	script	{image=icons/583.png} \"It's much better, now that I'm with you.\"	{image=icons/583.png} “有你在身边，感觉好多了。”
514	script	{image=icons/656.png} \"I'd almost like to stay his prisoner forever.\"	{image=icons/656.png} “我几乎想永远做他的囚犯。”
515	script	{image=icons/653.png} \"I can't believe Draycu's nerve — holding us here.\"	{image=icons/653.png} “我不敢相信德雷库竟有胆量——把我们扣在这里。”
516	script	{image=icons/580.png} \"It's alright, I suppose.\"	{image=icons/580.png} “我想，还好吧。”
517	script	{image=icons/660.png} \"Tell me everything, I'd love to hear.\"	{image=icons/660.png} “把一切都告诉我，我很想听。”
518	script	{image=icons/583.png} \"Care to tell me over a dance...?\"	{image=icons/583.png} “愿意边跳舞边告诉我吗……？”
519	script	Visiting the coliseum will cause a long series of cutscenes to play.{w}\nDoing so will also conclude your visit to the region of Alarinthia.{w}\nKnowing this, would you like to continue to the Act Four finale?	前往竞技场将触发一长串剧情动画。{w}\n这也将结束你对阿拉林西亚地区的访问。{w}\n了解这点后，你还想继续进入第四幕终章吗？
520	script	View Parallel Chronicle \"Sovy 10\"?	查看平行编年史“索维 10”？
521	script	Access Howl Heart-to-Heart 3?	开启豪尔交心 3？
522	script	Access Pro Heart-to-Heart 4?	开启普洛交心 4？
523	script	{image=icons/579.png} \"Yeah, Pro. I'm afraid this is it.\"	{image=icons/579.png} “是啊，普洛。恐怕就是这样了。”
524	script	{image=icons/660.png} \"Of course not. I forgive you, Pro.\"	{image=icons/660.png} “当然不会。我原谅你，普洛。”
525	script	{image=icons/651.png} [[Attack him directly before they can retaliate.]	{image=icons/651.png} [[在他们反击之前直接攻击他。]
526	script	{image=icons/651.png} [[Wait for the blindness to subside, and fight back as a team.]	{image=icons/651.png} [[等待失明消退，然后团队反击。]
527	script	{image=icons/660.png} \"Yes. Everybody deserves a chance at redemption.\"	{image=icons/660.png} “是的。每个人都值得有获得救赎的机会。”
528	script	{image=icons/579.png} \"I don't think I could ever forgive the murder of a comrade.\"	{image=icons/579.png} “我想我永远无法原谅杀害同伴的行为。”
529	script	{image=icons/580.png} \"I'm so shocked, I don't know what to think right now.\"	{image=icons/580.png} “我太震惊了，现在不知道该怎么想。”
530	script	{image=icons/651.png} [[Allow Sovy to assist The Rebellion.]	{image=icons/651.png} [[允许索维协助反抗军。]
531	script	{image=icons/651.png} [[Deny Sovy's offer, and make him leave.]	{image=icons/651.png} [[拒绝索维的提议，让他离开。]
532	script	{image=icons/651.png} \"What do you think of Mazeo so far?\"	{image=icons/651.png} “你觉得马泽奥到目前为止怎么样？”
533	script	{image=icons/651.png} \"What do you think of Damek?\"	{image=icons/651.png} “你觉得达梅克怎么样？”
534	script	{image=icons/651.png} \"What are your thoughts on Pro?\"	{image=icons/651.png} “你对普洛有什么看法？”
535	script	{image=icons/651.png} \"What do you think about Ulric?\"	{image=icons/651.png} “你觉得乌尔里克怎么样？”
536	script	{image=icons/651.png} \"How are things between you and Fortaime?\"	{image=icons/651.png} “你和福泰姆之间怎么样？”
537	script	View Parallel Chronicle \"Sovy 5\"?	查看平行编年史“索维 5”？
538	script	You will be unable to return to the mainland until after Act Four.{w}\nKnowing this, would you still like to set sail for Alarinthia?	在第四幕结束前，你将无法返回大陆。{w}\n了解这点后，你还想启航前往阿拉林西亚吗？
539	script	{image=icons/651.png} \"Wait, does that mean that Valinorth will be fine without the idol?\"	{image=icons/651.png} “等等，那是不是意味着瓦利诺斯没有灵像也没问题？”
540	script	{image=icons/660.png} \"That's an understatement. This is amazing news!\"	{image=icons/660.png} “那还说得太轻了。这真是个惊人的好消息！”
541	script	{image=icons/583.png} \"Oh, Howl. I could hug you so hard right now.\"	{image=icons/583.png} “哦，豪尔。我现在真想紧紧抱抱你。”
542	script	{image=icons/580.png} \"I can't wait to tell this to Valessa and Fortaime.\"	{image=icons/580.png} “我迫不及待想告诉瓦莱莎和福泰姆。”
543	script	{image=icons/579.png} \"It's hard to celebrate, knowing how The Monarchy suffered.\"	{image=icons/579.png} “知道王权遭受了怎样的苦难，实在难以庆祝。”
544	script	{image=icons/651.png} \"What do we do once we get there?\"	{image=icons/651.png} “我们到那儿之后要做什么？”
545	script	{image=icons/651.png} \"What can you tell me about this ball?\"	{image=icons/651.png} “关于这场舞会，你能告诉我些什么？”
546	script	{image=icons/651.png} \"What can you tell me about Draycu?\"	{image=icons/651.png} “关于德雷库，你能告诉我些什么？”
547	script	{image=icons/651.png} \"What are some places of note in Alarinthia?\"	{image=icons/651.png} “阿拉林西亚有哪些值得一提的地方？”
548	script	{image=icons/651.png} \"How does it feel to be back here after all this time?\"	{image=icons/651.png} “时隔这么久回到这里，感觉怎么样？”
549	script	{image=icons/651.png} \"Is there anything else you want to do now that you're back?\"	{image=icons/651.png} “既然你回来了，还有什么想做的吗？”
550	script	View Parallel Chronicle \"Sovy 8\"?	查看平行编年史“索维 8”？
551	script	{image=icons/660.png} \"Yeah. I wouldn't mind some of my own, actually.\"	{image=icons/660.png} “是啊。其实我自己也想要几个。”
552	script	{image=icons/583.png} \"Definitely. They make you look more attractive.\"	{image=icons/583.png} “当然。它们让你看起来更有魅力。”
553	script	{image=icons/579.png} \"You were a criminal? I thought I knew you...\"	{image=icons/579.png} “你曾是个罪犯？我以为我了解你……”
554	script	{image=icons/656.png} \"Urge to break Alarinthian law, rising.\"	{image=icons/656.png} “想违反阿拉林西亚法律的冲动正在上升。”
555	script	{image=icons/580.png} \"I could go either way, to be honest.\"	{image=icons/580.png} “说实话，两种都行。”
556	script	{image=icons/651.png} \"What do you think about Alarinthia so far?\"	{image=icons/651.png} “你觉得阿拉林西亚到目前为止怎么样？”
557	script	{image=icons/651.png} \"Do you think we'll be able to secure an alliance?\"	{image=icons/651.png} “你觉得我们能结成联盟吗？”
558	script	{image=icons/651.png} \"Who would you side with? Vivien or Draycu?\"	{image=icons/651.png} “你会站在谁那边？薇薇安还是德雷库？”
559	script	{image=icons/651.png} \"Do you prefer Howl or Damek?\"	{image=icons/651.png} “你更喜欢豪尔还是达梅克？”
560	script	{image=icons/651.png} \"Any sight of that oasis?\"	{image=icons/651.png} “看到那片绿洲了吗？”
561	script	{image=icons/651.png} [[Back]	{image=icons/651.png} [[返回]
562	script	{image=icons/651.png} \"I think you're right, Damek. Vivien might be a good idea.\"	{image=icons/651.png} “我觉得你说得对，达梅克。薇薇安也许是个好主意。”
563	script	{image=icons/651.png} \"I think Howl is right. Draycu's strength would help us win.\"	{image=icons/651.png} “我觉得豪尔说得对。德雷库的实力会帮我们取胜。”
564	script	{image=icons/651.png} \"So what do you think of Alarinthia so far?\"	{image=icons/651.png} “那你觉得阿拉林西亚到目前为止怎么样？”
565	script	{image=icons/651.png} \"Would you rather side with Vivien or Draycu?\"	{image=icons/651.png} “你更愿意站在薇薇安还是德雷库那边？”
566	script	{image=icons/651.png} \"What are your thoughts on Howl?\"	{image=icons/651.png} “你对豪尔有什么看法？”
567	script	{image=icons/651.png} \"Anything you'd like to accomplish while we're here?\"	{image=icons/651.png} “我们在这里期间，你有什么想完成的事吗？”
568	script	{image=icons/651.png} \"Do you think Ulric will be okay now that he's back home?\"	{image=icons/651.png} “你觉得乌尔里克回到家后会好吗？”
569	script	Travel into the city?	进入城市？
570	script	{image=icons/651.png} \"Is Alarinthia the same as it was back then...?\"	{image=icons/651.png} “阿拉林西亚还和当年一样吗……？”
571	script	{image=icons/651.png} \"How are you handling being in Salus' body?\"	{image=icons/651.png} “你待在萨卢斯的身体里适应得怎么样？”
572	script	{image=icons/651.png} \"Did you really make it through the desert with no water?\"	{image=icons/651.png} “你真的没带水就穿过了沙漠？”
573	script	{image=icons/651.png} \"Do you think we'll win this war, and defeat The Triumvirate?\"	{image=icons/651.png} “你觉得我们能赢得这场战争，击败三人执政团吗？”
574	script	{image=icons/651.png} \"Anything else you can tell me about Mazeo?\"	{image=icons/651.png} “关于马泽奥，你还能告诉我别的吗？”
575	script	{image=icons/651.png} \"What are your thoughts on Valessa?\"	{image=icons/651.png} “你对瓦莱莎有什么看法？”
576	script	{image=icons/651.png} \"What do you think about Fortaime?\"	{image=icons/651.png} “你觉得福泰姆怎么样？”
577	script	{image=icons/651.png} \"What are your thoughts on me?\"	{image=icons/651.png} “你对我有什么看法？”
578	script	{image=icons/651.png} \"How often do you walk this far?\"	{image=icons/651.png} “你多久走这么远一次？”
579	script	View Parallel Chronicle \"Gryz 3\"?	查看平行编年史“格瑞兹 3”？
580	script	Travel to Rebel HQ?	前往反抗军总部？
581	script	{image=icons/651.png} \"How do you feel about The Rebellion?\"	{image=icons/651.png} “你对反抗军有什么感觉？”
582	script	View Parallel Chronicle \"Sovy 6\"?	查看平行编年史“索维 6”？
583	script	{image=icons/660.png} \"Not everybody will hurt you, Damek. Opening up is a good thing.\"	{image=icons/660.png} “不是每个人都会伤害你，达梅克。敞开心扉是件好事。”
584	script	{image=icons/583.png} [[Say nothing. Offer your hand, and comfort, to Damek.]	{image=icons/583.png} [[什么也别说。向达梅克伸出手，给予安慰。]
585	script	{image=icons/579.png} \"I'm so sorry that happened to you. It's all so awful.\"	{image=icons/579.png} “很抱歉你遭遇了这些。这一切都太糟糕了。”
586	script	{image=icons/580.png} \"Honestly, I'm speechless.\"	{image=icons/580.png} “说实话，我说不出话来。”
587	script	{image=icons/651.png} \"I say we make it all the way to the top, and make history.\"	{image=icons/651.png} “我说我们就一路冲到顶峰，创造历史。”
588	script	{image=icons/651.png} \"I say we try our best, but don't make it all the way to the top.\"	{image=icons/651.png} “我说我们尽力而为，但不必一路冲到顶峰。”
589	script	{image=icons/660.png} \"Of course. Can't wait to secure that alliance!\"	{image=icons/660.png} “当然。迫不及待想结成那个联盟！”
590	script	{image=icons/583.png} \"Fighting side by side with you? That's a dream come true.\"	{image=icons/583.png} “与你并肩作战？那是梦想成真。”
591	script	{image=icons/656.png} \"Yeah. Marching into certain death? Born ready.\"	{image=icons/656.png} “是啊。走向必死之路？天生就准备好了。”
592	script	{image=icons/579.png} \"I wish we wouldn't have to resort to violence, Ulric.\"	{image=icons/579.png} “我希望我们不必诉诸暴力，乌尔里克。”
593	script	{image=icons/580.png} \"I could go either way. It is what it is.\"	{image=icons/580.png} “两种都行。事已至此。”
594	script	{image=icons/660.png} \"Don't worry Valessa, we'll make things work out.\"	{image=icons/660.png} “别担心，瓦莱莎，我们会让事情顺利的。”
595	script	{image=icons/583.png} \"My future is clear, as long as you're by my side.\"	{image=icons/583.png} “只要你在身边，我的未来就很清晰。”
596	script	{image=icons/579.png} \"You're right. Everything seems so scary and uncertain.\"	{image=icons/579.png} “你说得对。一切都显得那么可怕和不确定。”
597	script	{image=icons/656.png} \"Hey, it could be worse. We could've died in the attack.\"	{image=icons/656.png} “嘿，本来可能更糟。我们本可能在袭击中丧命。”
598	script	{image=icons/580.png} \"I can understand what you're going through, Valessa.\"	{image=icons/580.png} “我能理解你正在经历什么，瓦莱莎。”
599	script	{image=icons/660.png} \"All we can do is be better people than they were.\"	{image=icons/660.png} “我们所能做的，就是做比他们更好的人。”
600	script	{image=icons/583.png} [[Say nothing, and hold her hand.]	{image=icons/583.png} [[什么也别说，握住她的手。]
601	script	{image=icons/656.png} \"Brag about it, of course. That's pretty awesome.\"	{image=icons/656.png} “当然是拿它炫耀。那太棒了。”
602	script	{image=icons/580.png} \"I don't know. Let's play it by ear.\"	{image=icons/580.png} “我不知道。我们随机应变吧。”
603	script	{image=icons/651.png} \"So you want to be the next Elder?\"	{image=icons/651.png} “所以你想成为下一任长老？”
604	script	{image=icons/651.png} \"How far out is Peregrino?\"	{image=icons/651.png} “佩雷格里诺有多远？”
605	script	{image=icons/651.png} \"About that argument with Fortaime...\"	{image=icons/651.png} “关于你和福泰姆的那场争论……”
606	script	{image=icons/651.png} \"Why do you think that blade gave me visions?\"	{image=icons/651.png} “你觉得那把剑为什么会给我幻象？”
607	script	{image=icons/651.png} \"What would you do differenly?\"	{image=icons/651.png} “你会有什么不同的做法？”
608	script	{image=icons/651.png} \"How would you restore our connection?\"	{image=icons/651.png} “你会如何恢复我们的联系？”
609	script	{image=icons/651.png} \"Are you sure Valinorth isn't a lost cause?\"	{image=icons/651.png} “你确定瓦利诺斯不是无可救药了吗？”
610	script	{image=icons/651.png} \"You're right. It's more trouble than it's worth.\"	{image=icons/651.png} “你说得对。它不值得这么多麻烦。”
611	script	{image=icons/651.png} \"Valessa, we need to unite so we can be strong.\"	{image=icons/651.png} “瓦莱莎，我们需要团结才能强大。”
612	script	{image=icons/651.png} \"I'm not sure which is better, honestly.\"	{image=icons/651.png} “说实话，我不确定哪个更好。”
613	script	{image=icons/651.png} \"You're right. We'll find a way, together.\"	{image=icons/651.png} “你说得对。我们会一起找到办法。”
614	script	{image=icons/651.png} \"What if it's not possible, Valessa?\"	{image=icons/651.png} “如果这不可能呢，瓦莱莎？”
615	script	{image=icons/651.png} \"So you won't share a drink with me?\"	{image=icons/651.png} “所以你不愿意和我喝一杯？”
616	script	{image=icons/651.png} \"Yeah, I don't want to drink either.\"	{image=icons/651.png} “是啊，我也不想喝。”
617	script	{image=icons/651.png} \"Will things be okay between you two?\"	{image=icons/651.png} “你们俩之间会没事吗？”
618	script	{image=icons/651.png} \"You think you're a better fit for Elder?\"	{image=icons/651.png} “你觉得你更适合当长老？”
619	script	{image=icons/651.png} \"Why do you think Fortaime isn't qualified?\"	{image=icons/651.png} “你觉得福泰姆为什么不够格？”
620	script	{image=icons/651.png} \"Can I order an election to be held instead?\"	{image=icons/651.png} “我能下令改为举行选举吗？”
621	script	{image=icons/651.png} \"What would you do as the Elder of Valinorth?\"	{image=icons/651.png} “如果你当瓦利诺斯的长老，你会做什么？”
