# strings chunk 0001  entries 1-400 of 1253
# seq	file	key	target
166	script	Travel to which area of Valinorth?	前往瓦利诺斯的哪个区域？
167	script	{image=icons/651.png} Village	{image=icons/651.png} 村庄
168	script	{image=icons/651.png} Surrounding Region	{image=icons/651.png} 周边地区
169	script	Travel to which area of Alarinthia?	前往阿拉林西亚的哪个区域？
170	script	{image=icons/651.png} Docks/Desert	{image=icons/651.png} 码头/沙漠
171	script	{image=icons/651.png} Castle	{image=icons/651.png} 城堡
172	script	{image=icons/651.png} Coliseum	{image=icons/651.png} 竞技场
173	script	Travel to Balteus?	前往巴尔泰乌斯？
174	script	Travel to The Outlook?	前往瞭望台？
175	script	{image=icons/651.png} \"Let's ask Pro to work his charm.\"	{image=icons/651.png} “让普洛去施展他的魅力吧。”
176	script	{image=icons/651.png} \"Elder? It's your time to shine.\"	{image=icons/651.png} “长老？该你大显身手了。”
177	script	View Parallel Chronicle \"Damek 6\"?	查看平行编年史“达梅克 6”？
178	script	{image=icons/655.png} \"Many Alestians see it as an ill omen.\"	{image=icons/655.png} “许多阿莱斯提亚人都视之为凶兆。”
179	script	{image=icons/651.png} \"It seems like a silly thing to be worried about.\"	{image=icons/651.png} “为这种事担心似乎挺傻的。”
180	script	He looks at me, giving me the up and down.{w}\nI don't know what he's talking about, and I'm confused.	他上下打量着我。{w}\n我不知道他在说什么，一头雾水。
181	script	{image=icons/656.png} \"Hey, you're no looker yourself, Pro.\"	{image=icons/656.png} “嘿，你自己也不怎么好看，普洛。”
182	script	{image=icons/660.png} \"You can do my wardrobe then, if you like.\"	{image=icons/660.png} “那你要愿意，就帮我搭配衣服吧。”
183	script	{image=icons/583.png} \"You mean without holding your hand? You're right.\"	{image=icons/583.png} “你的意思是不用我牵着你？你说得对。”
184	script	{image=icons/653.png} \"Mind your own business.\"	{image=icons/653.png} “少管闲事。”
185	script	{image=icons/580.png} \"What are you talking about?\"	{image=icons/580.png} “你在说什么？”
186	script	View Parallel Chronicle \"Gryz 2\"?	查看平行编年史“格瑞兹 2”？
187	script	{image=icons/651.png} \"Anything else you want to tell me about yourself?\"	{image=icons/651.png} “还有什么关于你自己的事想告诉我吗？”
188	script	{image=icons/651.png} \"What are your thoughts on everything so far?\"	{image=icons/651.png} “到目前为止，你对这一切有什么看法？”
189	script	{image=icons/651.png} \"Tell me about your hobbies, Ulric.\"	{image=icons/651.png} “说说你的爱好吧，乌尔里克。”
190	script	{image=icons/651.png} \"What can you tell me about The Mayor?\"	{image=icons/651.png} “关于市长，你能告诉我些什么？”
191	script	{image=icons/651.png} \"So The Occupation didn't really make things better?\"	{image=icons/651.png} “所以占领并没有真正让情况变好？”
192	script	{image=icons/651.png} \"What is the current piracy scene like?\"	{image=icons/651.png} “现在的海盗活动是什么情况？”
193	script	{image=icons/651.png} \"Does The Rebellion have any local enemies?\"	{image=icons/651.png} “反抗军在当地有敌人吗？”
194	script	{image=icons/651.png} \"How long has he been in charge of Mazeo?\"	{image=icons/651.png} “他掌管马泽奥多久了？”
195	script	{image=icons/651.png} \"Can he really be trusted?\"	{image=icons/651.png} “他真的可信吗？”
196	script	{image=icons/651.png} \"What would The Triumvirate do if they found out?\"	{image=icons/651.png} “如果三人执政团发现了，他们会怎么做？”
197	script	{image=icons/651.png} \"Anything I should know before meeting him?\"	{image=icons/651.png} “见他之前，有什么我该知道的吗？”
198	script	{image=icons/651.png} \"Do you know for certain that they were only after the idol?\"	{image=icons/651.png} “你确定他们只是为了那尊灵像吗？”
199	script	{image=icons/651.png} \"Where did The Rebellion stay before the underground tunnels?\"	{image=icons/651.png} “在那些地下隧道之前，反抗军驻扎在哪里？”
200	script	{image=icons/651.png} \"Who was in charge of Mazeo before The Occupation?\"	{image=icons/651.png} “占领之前，谁掌管马泽奥？”
201	script	{image=icons/651.png} \"What will happen to Mazeo after we take down The Triumvirate?\"	{image=icons/651.png} “我们扳倒三人执政团后，马泽奥会怎样？”
202	script	{image=icons/651.png} \"What can you tell me about Alex?\"	{image=icons/651.png} “关于亚历克斯，你能告诉我些什么？”
203	script	{image=icons/651.png} \"What can you tell me about Nada?\"	{image=icons/651.png} “关于娜达，你能告诉我些什么？”
204	script	{image=icons/651.png} \"Which Pirate Lord do you support, Ulric?\"	{image=icons/651.png} “你支持哪位海盗领主，乌尔里克？”
205	script	{image=icons/651.png} \"What can you tell me about the previous Rebel Leader?\"	{image=icons/651.png} “关于前任反抗军领袖，你能告诉我些什么？”
206	script	{image=icons/651.png} \"How do you keep your operations so secret from everybody?\"	{image=icons/651.png} “你们怎么能让行动对所有人都如此保密？”
207	script	{image=icons/651.png} \"Are you absolutely certain there are no spies within your ranks?\"	{image=icons/651.png} “你绝对确定你们队伍里没有间谍吗？”
208	script	{image=icons/651.png} \"If we were open with the locals, do you think they'd support us?\"	{image=icons/651.png} “如果我们对当地人坦诚，你觉得他们会支持我们吗？”
209	script	{image=icons/651.png} \"How old are you?\"	{image=icons/651.png} “你多大了？”
210	script	{image=icons/651.png} \"What was your family like?\"	{image=icons/651.png} “你的家人是什么样的？”
211	script	{image=icons/651.png} \"Would you go back to Alarinthia if you needed to?\"	{image=icons/651.png} “如果需要，你会回阿拉林西亚吗？”
212	script	{image=icons/651.png} \"What can you tell me about your relation to Sovy?\"	{image=icons/651.png} “关于你和索维的关系，你能告诉我些什么？”
213	script	{image=icons/651.png} \"Are you seeing anybody, Ulric?\"	{image=icons/651.png} “你在和谁交往吗，乌尔里克？”
214	script	{image=icons/651.png} \"What do you think of Valessa?\"	{image=icons/651.png} “你觉得瓦莱莎怎么样？”
215	script	{image=icons/651.png} \"What do you think of Fortaime?\"	{image=icons/651.png} “你觉得福泰姆怎么样？”
216	script	{image=icons/651.png} \"What do you think of Pro?\"	{image=icons/651.png} “你觉得普洛怎么样？”
217	script	{image=icons/651.png} \"What do you think of me?\"	{image=icons/651.png} “你觉得我怎么样？”
218	script	{image=icons/651.png} \"What do you like to drink?\"	{image=icons/651.png} “你喜欢喝什么？”
219	script	{image=icons/651.png} \"Any places in Mazeo you recommend?\"	{image=icons/651.png} “马泽奥有什么你推荐的地方吗？”
220	script	{image=icons/651.png} \"Maybe we can grab a drink together in our downtime.\"	{image=icons/651.png} “也许有空时我们可以一起喝一杯。”
221	script	{image=icons/651.png} \"Is it true that you're undefeated in combat?\"	{image=icons/651.png} “你在战斗中从无败绩，是真的吗？”
222	script	{image=icons/583.png} \"I didn't picture the General to be so handsome.\"	{image=icons/583.png} “没想到将军这么英俊。”
223	script	{image=icons/660.png} \"The honor is all mine, Damek.\"	{image=icons/660.png} “荣幸之至，达梅克。”
224	script	{image=icons/653.png} \"So you're the one who forced me into all of this?\"	{image=icons/653.png} “所以就是你把我逼进这一切的？”
225	script	{image=icons/580.png} \"Nice to meet you.\"	{image=icons/580.png} “很高兴见到你。”
226	script	{image=icons/651.png} \"What can you tell me about yourself?\"	{image=icons/651.png} “关于你自己，你能告诉我些什么？”
227	script	{image=icons/651.png} \"What can you tell me about The Rebellion?\"	{image=icons/651.png} “关于反抗军，你能告诉我些什么？”
228	script	{image=icons/651.png} \"What can you tell me about The Triumvirate?\"	{image=icons/651.png} “关于三人执政团，你能告诉我些什么？”
229	script	{image=icons/651.png} \"Tell me your thoughts on our comrades.\"	{image=icons/651.png} “说说你对同伴们的看法。”
230	script	{image=icons/651.png} \"I'd like to know more about our battle plan.\"	{image=icons/651.png} “我想多了解一些我们的作战计划。”
231	script	{image=icons/651.png} \"When did you join The Rebellion?\"	{image=icons/651.png} “你什么时候加入反抗军的？”
232	script	{image=icons/651.png} \"Are you seeing anybody?\"	{image=icons/651.png} “你在和谁交往吗？”
233	script	{image=icons/651.png} \"What are your hobbies?\"	{image=icons/651.png} “你有什么爱好？”
234	script	{image=icons/651.png} \"Tell me about your new HQ.\"	{image=icons/651.png} “说说你们的新总部吧。”
235	script	{image=icons/651.png} \"Tell me about your previous leader.\"	{image=icons/651.png} “说说你们的前任领袖吧。”
236	script	{image=icons/651.png} \"Tell me more about how it was formed.\"	{image=icons/651.png} “再多讲讲它是怎么成立的。”
237	script	{image=icons/651.png} \"How many members are there?\"	{image=icons/651.png} “有多少成员？”
238	script	{image=icons/651.png} \"How is troop morale?\"	{image=icons/651.png} “部队士气如何？”
239	script	{image=icons/651.png} \"Do you know where they came from?\"	{image=icons/651.png} “你知道他们从哪儿来吗？”
240	script	{image=icons/651.png} \"Do you know how old they are?\"	{image=icons/651.png} “你知道他们多大年纪吗？”
241	script	{image=icons/651.png} \"Do you know what they look like?\"	{image=icons/651.png} “你知道他们长什么样吗？”
242	script	{image=icons/651.png} \"Did they make The Blade of Exodus?\"	{image=icons/651.png} “流亡之刃是他们打造的吗？”
243	script	{image=icons/651.png} \"Will The Blade of Exodus be enough to kill them?\"	{image=icons/651.png} “流亡之刃足以杀死他们吗？”
244	script	{image=icons/651.png} \"Tell me what you think about Valessa.\"	{image=icons/651.png} “说说你对瓦莱莎的看法。”
245	script	{image=icons/651.png} \"Tell me what you think about Fortaime.\"	{image=icons/651.png} “说说你对福泰姆的看法。”
246	script	{image=icons/651.png} \"Tell me what you think about Ulric.\"	{image=icons/651.png} “说说你对乌尔里克的看法。”
247	script	{image=icons/651.png} \"Tell me what you think about Pro.\"	{image=icons/651.png} “说说你对普洛的看法。”
248	script	{image=icons/651.png} \"Tell me what you think about me.\"	{image=icons/651.png} “说说你对我的看法。”
249	script	{image=icons/651.png} \"What's the first step when we arrive at HQ?\"	{image=icons/651.png} “我们到达总部后的第一步是什么？”
