dialogue_0007.tsv	2717	误译	我认识的其他人都做不到这一点。\n事实上——我想我从前从没收到过礼物——从任何人那里。\n连我父亲都没有，而这些笔最先让我想起的正是他。	原句表达的是“别人都没这样把我当朋友”，不是“没让我这么说过”。
dialogue_0007.tsv	2733	误译	很高兴陪你参观，[firstname]。	“It's been a pleasure”是在结束参观时客套，不是初次见面的“幸会”。
dialogue_0007.tsv	2734	误译	很高兴陪你参观，[firstname]。	“It's been a pleasure”是在结束参观时客套，不是初次见面的“幸会”。
dialogue_0007.tsv	2737	标点	[[使用区域地图前往作战会议桌，继续剧情。]\n[[现在，你可以随意探索世界，自由体验各项内容。]\n[[每位已解锁的角色在船员舱都有一个心灵对话事件。]	每行多出一个右方括号，破坏原有 [[... ] 结构；Heart-to-Heart 也应与同处界面串统一为“心灵对话”。
dialogue_0007.tsv	2754	其他	那被三人执政团毁掉的阿拉林西亚的灵像又怎么说？\n他们想让我们相信阿拉林西亚本来就该是片沙漠吗？\n我听说正是他们的灵像被毁，才使那里变得毫无生机。	原句缺少“的”，且“使它”指代不清。
dialogue_0008.tsv	2853	术语	达梅克总是说“训练、训练、训练”。\n我都不知道他到底懂不懂什么叫放松。\n至少萨鲁斯懂得平衡工作和玩乐。	Salus 全篇统一译作“萨鲁斯”，此处“萨卢斯”不一致。
dialogue_0008.tsv	2948	其他	他拉出两把椅子，坐了下来。{w}\n他坐到靠近放下胸针的那一侧，抬头看我。	“靠近那枚胸针放下的一侧”缺少必要的结构，读起来不通。
dialogue_0008.tsv	2990	术语	海盗们赶来相助，但领头人并非同一个。\n乌尔里克牺牲自己使用那把剑，创造出军队。\n君主容器，又或者是“人造先知”。	Created Seers 在其他位置统一为“人造先知”，此处不应另译。
dialogue_0008.tsv	3017	误译	他指向房间后角落的一个小出口。{w}\n那几乎像个洞穴入口。显得很突兀。{w}\n他们一定为这个房间挖出了很大一块空间。	原句像是在说他们把房间本身挖掉一部分，实际是挖出空间建成房间。
dialogue_0008.tsv	3018	术语	那里也是我安葬前任领袖萨鲁斯的地方。\n我想在这种事上我也会多愁善感。\n只是觉得那样做是对的，你懂吗？	Salus 应统一为“萨鲁斯”，同时调整同位语语序。
dialogue_0008.tsv	3042	其他	等你带我去看灵像，我再接受你的道歉。\n你肯定明白。我已经没耐心再拖下去了。\n还有，记得把你那位新朋友也带上。	“已经过了可以被拖延的时候了”句式错误，不符合格瑞兹强硬口吻。
dialogue_0008.tsv	3082	误译	我方措手不及时，我所能听到的只有痛苦的惨叫。{w}\n尸体开始横陈一地，另有反抗军抓起武器抵抗。{w}\n格瑞兹冲上前，抓起达梅克的身体，缓缓将它拖走。	前文是抓住并拖走，不是抱起后拖走，动作互相矛盾。
dialogue_0008.tsv	3088	其他	我感到胸口一阵剧痛，随即倒在地上。{w}\n我动不了。我低头看去，发现一支箭头从我躯干上凸出来。{w}\n他射中了我的背。这是我失去意识前最后明白的一件事。	“唯一能接收到的事”是翻译腔，且没有准确表达 take in。
dialogue_0008.tsv	3107	误译	先知看到的，只是三人执政团想让她看到的。\n一个圈套——把你们每一个人都引到下面来。它奏效了。\n等我杀了你，先知的生命和那把剑就都归{i}我{/i}了。	原文为 her，译文误用了“他”。
dialogue_0008.tsv	3184	其他	我不能让别人用它来帮自己寻死。{w}\n我转身面对灵像，缓缓将剑从鞘中抽出。{w}\n忆起格瑞兹的见解，我试着让这把剑屈从于我的意志。	“成全自己的送死”搭配错误。
dialogue_0009.tsv	3288	标点	他们收回手，不以为然地摇了摇头。{w}\n垂死灵像的一丝微光映亮了他们的脸。{w}\n我看清他们后，问他们是谁，却没有得到明确的回答。	冒号把完整句子错误割裂，应改为逗号。
dialogue_0009.tsv	3289	其他	在漫长的旅途之后凝视深渊，并恳求吧。\n为你最执着的疑问乞求答案，再告诉我：\n什么最让你恐惧？是被留在沉默中，还是听见答案？	原句“在……之后，然后……”结构重复，语序不通。
dialogue_0009.tsv	3328	其他	他静静坐着，等着我们采取下一步行动。	“走出下一步”搭配不自然。
dialogue_0009.tsv	3377	误译	问题就在这儿，普洛。\n他这种人，你根本不会察觉。\n他随心所欲地来去。	原意是这种人行动隐秘、难以察觉，不是字面意义上的“看不见”。
dialogue_0009.tsv	3407	其他	所以阿莱斯蒂亚{i}并非{/i}由他们创造……	原句语序倒置，读起来像病句。
dialogue_0009.tsv	3412	其他	这就是我们需要一个声音的原因。\n我们承受了永恒的苦难，却无法开口。\n只能被迫旁观，呼救却无人听见。	“在充耳不闻的耳朵前呼救”过于直译，中文不自然。
dialogue_0009.tsv	3596	误译	显然，他们追随的是古老的理想。\n一位想要改变这个国度的阿拉林西亚传奇人物。\n到目前为止，似乎还没有人强大到能够做到。	legend 在这里指传奇人物，不是一段“传说”。
dialogue_0010.tsv	3602	术语	他朝“萨鲁斯”偏了偏头，对方则摇了摇头作为回应。	Salus 全篇统一译作“萨鲁斯”，此处“萨卢斯”不一致。
dialogue_0010.tsv	3640	语气	我让他们知道我属意达梅克做我的顾问。{w}\n他说的每一点我都赞同，而我对豪尔仍算不上了解。{w}\n做顾问既需要知识，{i}也{/i}需要协作精神。	“团队”属于验收标准禁止的现代职场词，改用“协作”。
dialogue_0010.tsv	3671	术语	无论我是不是你的战略家，你依然是我们的救世主。\n再说，我绝不会越礼妄言。你现在是王室成员了。\n只是务必善用你的影响力，君主。	本作政治体系统一译作“王室”，royalty 应译为“王室成员”，不是“皇族”。
dialogue_0010.tsv	3777	术语	他们总是跑回马泽奥，把我们丢给萨鲁斯照看。\n现在想想，他才是把我们养大的人，远比他们用心。\n我想他们更在意的，是这种海盗生涯。真恶心。	Salus 全篇统一译作“萨鲁斯”，此处“萨卢斯”不一致。
