856	{image=icons/660.png} \"当然。直到最后。\"
857	{image=icons/579.png} \"不过，我不知道我们会怎样。\"
858	{image=icons/653.png} \"你是在让我许下一个无法兑现的承诺！\"
859	{image=icons/656.png} \"是啊，当然。小菜一碟。\"
860	{image=icons/580.png} [[保持沉默]
861	{image=icons/653.png} \"这名字真蠢，福泰姆。\"
862	{image=icons/660.png} \"其实，我喜欢这个说法。\"
863	{image=icons/580.png} \"就用 [firstname] 吧。\"
864	{image=icons/651.png} \"那把剑刃。它让我看到了幻象。\"
865	{image=icons/651.png} \"我会没事的。别担心。\"
866	{image=icons/651.png} [[把剑刃调整为左手取用。]
867	{image=icons/651.png} [[把剑刃调整为右手取用。]
868	{image=icons/660.png} \"是啊，小菜一碟。\"
869	{image=icons/579.png} \"那还是伤到我了。我需要悠着点。\"
870	View Parallel Chronicle \"肖恩 1\"？
871	View Parallel Chronicle \"达梅克 2\"？
872	{image=icons/651.png} \"其实，这是一把{i}梯子{/i}。
873	{image=icons/651.png} \"你觉得这一切怎么样？\"
874	{image=icons/651.png} \"你准备好离开瓦利诺斯了吗？\"
875	{image=icons/651.png} \"走之前有什么该做的吗？\"
876	{image=icons/651.png} \"其他国家没有精灵不也过得好好的吗？\"
877	{image=icons/651.png} \"不用在我面前装酷。你可以敞开心扉。\"
878	{image=icons/651.png} \"我相信只要我们团结一致就不会有事。\"
879	{image=icons/651.png} \"我希望我们能和平解决这件事。\"
880	{image=icons/651.png} \"我们必须反击。谈判免谈。\"
881	{image=icons/651.png} \"你觉得真的会那么可怕吗？\"
882	{image=icons/651.png} \"我相信他们对马泽奥也另有图谋。\"
883	{image=icons/651.png} \"福泰姆，我们可能也得越界了。\"
884	{image=icons/651.png} \"他们最好小心点，别把{i}我们{/i}惹火了。\"
885	{image=icons/651.png} \"是啊，你说得对。我们得规矩点。\"
886	{image=icons/651.png} \"该做的事我会去做。\"
887	{image=icons/651.png} \"我不会那么快改变。\"
888	{image=icons/651.png} \"好吧，你准备好之前我们不走。\"
889	{image=icons/651.png} \"福泰姆，我不能做任何承诺。\"
890	View Parallel Chronicle \"索维 2\"？
891	{image=icons/651.png} \"你觉得这把剑刃怎么样？\"
892	{image=icons/651.png} \"我想他们是想拿回自己的剑。\"
893	{image=icons/651.png} \"你对三人执政团有什么看法？\"
894	{image=icons/651.png} \"瓦利诺斯的未来会怎样？\"
895	{image=icons/651.png} \"你说得对。我相信事情没那么简单。\"
896	{image=icons/651.png} \"也许这把剑刃就是那么重要。\"
897	{image=icons/651.png} \"是啊，我们会团结起来打败他们。\"
898	{image=icons/651.png} \"我不是战士。一定有别的办法。\"
899	{image=icons/651.png} \"瓦莱莎，如果你想，可以跟我说。\"
900	{image=icons/651.png} \"老实说，我也有同感。\"
